Point,Date,Year,Y,X,GREG,WHIB,SWH,SDH,GBHE,GLIB,ROSP,WOST,Veg1,Veg2,Veg3,3 White Total,All Bird Total,Stage
1161,2017-02-01,2017,27.03396794,-80.9888808,145,255,80,0,10,0,0,3,Open Water,Lily,Cattail,480,493,13.85
1162,2017-02-01,2017,27.03171589,-80.98021415,1,26,0,8,1,55,0,0,Lily,Spikerush,,27,91,13.85
1163,2017-02-01,2017,27.09784481,-80.83731266,2,153,0,2,0,35,0,0,Open Water,,,155,192,13.85
1164,2017-02-01,2017,27.10924047,-80.88722358,12,35,35,2,1,0,0,0,Open Water,Grasses,,82,85,13.85
1165,2017-02-01,2017,27.09632711,-80.90274804,35,155,0,20,3,55,0,0,Lily,Torpedo Grass,Spikerush,190,268,13.85
1166,2017-02-01,2017,27.07580486,-80.91956459,42,225,2,0,1,25,0,0,Spikerush,Open Water,Sagitaria(duck potato),269,295,13.85
1167,2017-02-16,2017,26.76606166,-80.73266923,4,15,85,6,2,0,0,0,,,,104,112,13.61
1168,2017-02-16,2017,26.72215285,-80.71784669,50,105,130,10,0,0,0,0,Open Water,Willow,,285,295,13.61
1169,2017-02-16,2017,26.68956665,-80.75007775,0,0,135,12,0,0,0,0,Lily,,,135,147,13.61
1170,2017-02-16,2017,26.70415219,-80.77812845,8,0,95,25,0,3,0,0,Lily,Willow,Pickerelweed,103,131,13.61
1171,2017-02-16,2017,26.70819527,-80.81515295,24,0,145,40,0,0,0,0,Lily,Cattail,,169,209,13.61
1172,2017-02-16,2017,26.77222682,-80.92403684,0,0,195,40,0,0,0,0,Lily,,,195,235,13.61
1173,2017-02-16,2017,26.83872344,-81.01290396,28,16,5,1,1,6,0,1,Open Water,Cattail,,49,58,13.61
1174,2017-02-16,2017,26.83995602,-81.01924562,4,58,2,0,0,0,0,0,Spikerush,Open Water,Pickerelweed,64,64,13.61
1175,2017-02-16,2017,26.84258443,-81.03729199,35,45,40,15,41,0,0,0,Open Water,Spikerush,,120,176,13.61
1176,2017-02-16,2017,26.83789012,-81.04876326,2,55,0,0,1,0,0,0,Open Water,Spikerush,,57,58,13.61
1177,2017-02-16,2017,26.85684324,-81.05253919,23,45,0,0,7,0,0,0,Open Water,Spikerush,,68,75,13.61
1178,2017-02-16,2017,26.86996377,-81.06666234,46,50,0,10,6,50,0,40,Lily,Open Water,Cattail,96,202,13.61
1179,2017-02-16,2017,26.86466991,-81.06895084,16,66,0,0,1,0,0,0,Lily,Open Water,Cattail,82,83,13.61
1180,2017-02-16,2017,26.8459952,-81.07942659,6,55,0,0,1,1,0,5,Open Water,Lily,,61,68,13.61
1181,2017-02-16,2017,26.85187446,-81.07695109,14,135,10,0,0,0,0,0,Willow,Cattail,,159,159,13.61
1182,2017-02-16,2017,26.86971352,-81.03779384,0,165,0,0,0,0,0,0,Open Water,Spikerush,Torpedo Grass,165,165,13.61
1183,2017-02-16,2017,26.8642927,-81.0383016,22,170,5,25,2,115,0,1,Open Water,Spikerush,Lily,197,340,13.61
1184,2017-02-16,2017,26.87275871,-81.04672172,3,65,0,0,0,0,0,0,Open Water,Spikerush,Lily,68,68,13.61
1185,2017-02-16,2017,26.85785817,-81.02885174,36,145,5,9,3,0,1,2,Open Water,Spikerush,Torpedo Grass,186,201,13.61
1186,2017-02-16,2017,26.84778761,-80.99353491,0,68,0,0,0,0,0,0,Open Water,Spikerush,,68,68,13.61
1187,2017-02-16,2017,26.84378077,-80.99014767,3,51,0,0,0,0,0,0,Cattail,Willow,Open Water,54,54,13.61
1188,2017-02-16,2017,26.95142421,-81.05133653,18,5,155,0,0,35,0,0,Lily,Airboat Trail,,178,213,13.61
1189,2017-02-16,2017,26.94254278,-81.10108314,5,55,19,3,1,2,0,0,Open Water,,,79,85,13.61
1190,2017-02-16,2017,27.10319551,-80.8263051,4,45,45,0,0,0,0,0,Grasses,Airboat Trail,,94,94,13.61
1191,2017-02-16,2017,27.10695153,-80.8248554,1,25,45,5,0,7,0,0,Open Water,Willow,,71,83,13.61
1192,2017-02-16,2017,27.09666215,-80.82743354,0,115,35,1,0,5,0,0,Open Water,,,150,156,13.61
1193,2017-02-16,2017,27.09116047,-80.83225062,0,114,35,5,1,0,1,0,Open Water,Airboat Trail,,149,156,13.61
1194,2017-02-16,2017,27.08436204,-80.9093344,0,135,0,0,0,235,0,0,Torpedo Grass,Open Water,,135,370,13.61
1195,2017-02-16,2017,27.07587444,-80.91871781,57,410,0,0,9,40,0,0,Open Water,Spikerush,Sagitaria(duck potato),467,516,13.61
1196,2017-02-16,2017,27.05388824,-80.94792669,3,14,0,0,0,65,0,0,Open Water,Spikerush,,17,82,13.61
1197,2017-02-16,2017,27.0358917,-80.9730715,8,165,0,0,2,150,0,0,Open Water,Spikerush,Sagitaria(duck potato),173,325,13.61
1198,2017-02-16,2017,27.03128686,-80.97457364,0,47,0,5,0,340,0,0,Open Water,Spikerush,Sagitaria(duck potato),47,392,13.61
1199,2017-02-16,2017,27.03526067,-80.98576344,21,85,12,6,1,35,0,0,Open Water,Lily,Torpedo Grass,118,160,13.61
1200,2017-02-16,2017,27.00783161,-81.01584247,2,0,0,0,2,160,0,0,Open Water,Lily,Cattail,2,164,13.61
1201,2017-02-16,2017,26.99645653,-81.05806005,0,0,0,0,0,0,0,0,,,,0,0,13.61
1202,2017-02-16,2017,26.99493557,-81.06618637,0,135,16,0,0,0,0,0,Open Water,,,151,151,13.61
1203,2017-02-16,2017,26.94480367,-81.093034,14,45,170,0,0,50,1,0,Open Water,,,229,280,13.61
1204,2017-03-02,2017,26.50833987,-80.36784697,0,0,0,0,0,0,0,0,,,,0,0,13.42
1205,2017-03-02,2017,26.71878229,-80.8071228,37,0,330,30,3,0,0,0,Open Water,,,367,400,13.42
1206,2017-03-02,2017,26.81570447,-80.98115513,20,9,30,0,0,0,0,0,,,,59,59,13.42
1207,2017-03-02,2017,26.83624348,-81.00697377,19,6,35,10,3,3,1,0,Open Water,Lily,,60,77,13.42
1208,2017-03-02,2017,26.84572372,-81.08001295,11,55,28,0,4,0,0,0,Open Water,Lily,Willow,94,98,13.42
1209,2017-03-02,2017,27.06097858,-80.92860268,45,225,60,0,4,0,0,0,Open Water,Cattail,,330,334,13.42
1210,2017-03-02,2017,27.09351039,-80.90476944,8,65,5,0,0,160,0,0,Open Water,Lily,Cattail,78,238,13.42
1211,2017-03-02,2017,27.09772465,-80.82612324,50,20,40,0,0,30,0,0,Open Water,Cord grass,,110,140,13.42
1212,2017-03-16,2017,26.71935845,-80.71752248,105,140,90,0,1,0,0,0,Canal,,,335,336,12.99
1213,2017-03-16,2017,26.7145303,-80.71867174,62,180,30,30,0,75,0,0,,Open Water,,272,377,12.99
1214,2017-03-16,2017,26.72876204,-80.79974319,3,75,0,0,0,0,0,0,Grasses,,,78,78,12.99
1215,2017-03-16,2017,26.70789379,-80.81208742,33,0,460,35,0,0,0,0,Lily,,,493,528,12.99
1216,2017-03-16,2017,26.71558773,-80.81010004,40,39,60,20,1,15,0,0,Open Water,Lily,,139,175,12.99
1217,2017-03-16,2017,26.77074447,-80.92364832,0,0,940,90,0,0,0,0,Lily,Open Water,,940,1030,12.99
1218,2017-03-16,2017,26.77568782,-80.93740629,41,55,52,5,2,0,0,0,Canal,,,148,155,12.99
1219,2017-03-16,2017,26.78236305,-80.9429351,12,33,4,5,0,0,0,0,Open Water,Willow,,49,54,12.99
1220,2017-03-16,2017,26.79662474,-80.95261605,9,140,0,0,0,0,0,0,Cattail,Willow,,149,149,12.99
1221,2017-03-16,2017,26.80825236,-80.95102763,16,145,0,10,0,0,0,0,Open Water,Cattail,,161,171,12.99
1222,2017-03-16,2017,26.81213628,-80.96451493,13,100,4,7,2,0,0,0,Open Water,Pickerelweed,Cattail,117,126,12.99
1223,2017-03-16,2017,26.81470186,-80.98109264,61,110,20,0,2,0,0,0,Open Water,,Lily,191,193,12.99
1224,2017-03-16,2017,26.8172368,-80.9927867,22,115,2,0,1,0,0,0,Cattail,,,139,140,12.99
1225,2017-03-16,2017,26.83186467,-81.02357993,17,55,30,95,1,0,0,0,Open Water,Cattail,Lily,102,198,12.99
1226,2017-03-16,2017,26.83262672,-81.02619261,85,620,55,45,24,115,6,3,Lily,Cattail,,760,953,12.99
1227,2017-03-16,2017,26.83560192,-81.02125187,13,149,10,25,4,0,0,0,,,,172,201,12.99
1228,2017-03-16,2017,26.85883887,-81.02878971,13,205,0,0,1,0,0,0,Open Water,Torpedo Grass,Spikerush,218,219,12.99
1229,2017-03-16,2017,26.86222481,-81.02232809,5,11,16,0,3,0,39,0,Open Water,,,32,74,12.99
1230,2017-03-16,2017,26.86681679,-81.03969122,16,85,0,0,0,0,0,0,Open Water,Lily,,101,101,12.99
1231,2017-03-16,2017,26.86975227,-81.0668505,17,115,0,7,1,0,0,0,Open Water,Lily,Cattail,132,140,12.99
1232,2017-03-16,2017,26.8787102,-81.06130038,48,22,4,0,10,0,0,0,,,,74,84,12.99
1233,2017-03-16,2017,26.87684247,-81.08792943,42,119,18,0,8,0,0,0,Open Water,Lily,,179,187,12.99
1234,2017-03-16,2017,26.8818085,-81.08910387,25,160,0,0,9,0,0,0,Open Water,Lily,,185,194,12.99
1235,2017-03-16,2017,26.88654432,-81.08700834,6,60,7,27,7,0,0,0,Open Water,Lily,Cattail,73,107,12.99
1236,2017-03-16,2017,27.17855258,-80.83678936,51,350,10,0,0,43,0,0,Open Water,,Willow,411,454,12.99
1237,2017-03-16,2017,27.16967158,-80.84692581,1,55,3,3,0,0,0,0,Open Water,,,59,62,12.99
1238,2017-03-16,2017,27.104394,-80.82240697,17,37,0,0,0,1,0,0,Open Water,,,54,55,12.99
1239,2017-03-16,2017,27.10127302,-80.82561077,20,65,7,10,0,130,17,0,Open Water,,,92,249,12.99
1240,2017-03-16,2017,27.08978308,-80.83112767,29,205,0,1,0,0,0,0,Open Water,,,234,235,12.99
1241,2017-03-16,2017,27.09193428,-80.8289888,20,220,9,4,0,0,0,0,Open Water,,,249,253,12.99
1242,2017-03-16,2017,27.09459318,-80.8444001,55,510,70,5,0,95,0,0,Open Water,Cattail,,635,735,12.99
1243,2017-03-16,2017,27.1026759,-80.87548438,65,445,25,10,0,85,0,0,Open Water,,,535,630,12.99
1244,2017-03-16,2017,27.09561675,-80.86738302,40,145,35,25,2,0,0,0,Open Water,,,220,247,12.99
1245,2017-03-16,2017,27.09216992,-80.88022763,55,85,10,0,15,55,0,0,Open Water,Lily,Cattail,150,220,12.99
1246,2017-03-16,2017,27.01302807,-80.99575347,2,380,0,0,0,0,0,0,Open Water,Cattail,,382,382,12.99
1247,2017-03-16,2017,27.00545245,-80.99768527,35,335,0,0,0,60,0,0,Open Water,Cattail,,370,430,12.99
1248,2017-03-16,2017,26.99480239,-81.03826229,55,245,10,0,0,0,0,0,Open Water,Lily,,310,310,12.99
1249,2017-03-16,2017,26.99387107,-81.04900112,1,95,0,0,0,0,0,0,Open Water,Cattail,Lily,96,96,12.99
1250,2017-03-16,2017,26.97261338,-81.10245888,15,75,10,0,0,20,0,0,Open Water,,,100,120,12.99
1251,2017-03-16,2017,26.93533024,-81.0948392,3,45,5,0,0,0,0,0,Airboat Trail,,,53,53,12.99
1252,2017-03-30,2017,26.74690351,-80.71016849,12,15,35,10,0,8,0,0,,,,62,80,12.56
1253,2017-03-30,2017,26.71461532,-80.72140332,20,36,34,0,0,22,4,0,Open Water,,,90,116,12.56
1254,2017-03-30,2017,26.69909948,-80.72756252,43,0,24,0,4,0,0,0,Open Water,,,67,71,12.56
1255,2017-03-30,2017,26.71717932,-80.80964595,51,10,64,0,1,0,0,0,Open Water,Airboat Trail,,125,126,12.56
1256,2017-03-30,2017,26.77138057,-80.92739639,0,0,720,60,0,0,0,0,Lily,,,720,780,12.56
1257,2017-03-30,2017,26.76964469,-80.92849695,12,2,45,0,0,4,0,0,Cattail,Lily,Open Water,59,63,12.56
1258,2017-03-30,2017,26.77198574,-80.93111833,105,350,160,25,0,10,0,0,Lily,Cattail,,615,650,12.56
1259,2017-03-30,2017,26.83789343,-81.02479021,21,30,5,1,0,0,0,0,Open Water,Cattail,Torpedo Grass,56,57,12.56
1260,2017-03-30,2017,26.88233836,-81.04664966,9,19,19,0,2,1,0,0,Open Water,Willow,Cattail,47,50,12.56
1261,2017-03-30,2017,26.89703375,-81.03701568,135,7,10,0,15,0,0,0,Open Water,Cattail,,152,167,12.56
1262,2017-03-30,2017,26.88778245,-81.03460413,35,0,0,0,36,0,0,0,Open Water,,,35,71,12.56
1263,2017-03-30,2017,26.89099779,-80.98584115,17,119,15,4,0,0,0,0,Lily,,,151,155,12.56
1264,2017-03-30,2017,26.89215889,-80.98859848,105,145,110,25,0,0,0,0,Lily,Open Water,,360,385,12.56
1265,2017-03-30,2017,26.89182283,-80.99533685,15,5,65,8,0,0,0,0,Open Water,Lily,,85,93,12.56
1266,2017-03-30,2017,26.89935741,-81.00114928,195,0,0,0,29,0,0,20,Open Water,Lily,,195,244,12.56
1267,2017-03-30,2017,26.89519593,-81.0064977,9,18,11,13,1,0,9,0,Open Water,Lily,,38,61,12.56
1268,2017-03-30,2017,26.89451151,-81.00945557,22,5,95,15,0,40,0,0,Open Water,Lily,,122,177,12.56
1269,2017-03-30,2017,26.92967947,-81.02849882,230,0,0,0,25,0,0,0,Open Water,Cattail,,230,255,12.56
1270,2017-03-30,2017,27.09384974,-80.82699988,12,25,22,0,0,0,0,0,Open Water,,,59,59,12.56
1271,2017-03-30,2017,27.0898045,-80.83078991,18,13,32,0,2,1,33,0,Open Water,,,63,99,12.56
1272,2017-03-30,2017,27.10559442,-80.87348266,11,25,15,12,0,25,0,0,Open Water,Willow,,51,88,12.56
1273,2017-03-30,2017,27.08737106,-80.88928489,230,65,40,0,25,40,0,11,Open Water,Lily,,335,411,12.56
1274,2017-03-30,2017,27.07475399,-80.90742054,39,135,30,5,0,0,0,0,Open Water,Lily,Torpedo Grass,204,209,12.56
1275,2017-03-30,2017,27.03573172,-80.93226223,145,65,95,10,0,45,0,0,Open Water,,,305,360,12.56
1276,2017-03-30,2017,26.93388669,-81.03467586,13,5,28,0,2,0,14,0,Open Water,Lily,,46,62,12.56
1277,2017-03-30,2017,26.94505629,-81.02691791,65,45,215,0,0,0,0,0,Lily,Cattail,Open Water,325,325,12.56
1278,2017-03-30,2017,26.92064889,-80.98462389,15,15,30,0,0,0,0,0,,,,60,60,12.56
1279,2017-04-13,2017,26.74710565,-80.73400407,19,55,70,40,0,15,4,0,Open Water,,,144,203,12.1
1280,2017-04-13,2017,26.750249,-80.73698657,37,35,95,20,0,40,0,0,Open Water,Lily,,167,227,12.1
1281,2017-04-13,2017,26.75342677,-80.73716178,7,5,35,0,1,0,0,0,Airboat Trail,Open Water,,47,48,12.1
1282,2017-04-13,2017,26.75732778,-80.72933071,45,10,105,10,0,7,16,0,Open Water,,,160,193,12.1
1283,2017-04-13,2017,26.71041256,-80.7259721,15,11,25,7,0,0,0,0,Open Water,,,51,58,12.1
1284,2017-04-13,2017,26.6942957,-80.72870943,55,35,40,5,0,10,0,0,Open Water,Willow,,130,145,12.1
1285,2017-04-13,2017,26.68941674,-80.73193227,110,100,95,10,0,30,2,0,Open Water,,,305,347,12.1
1286,2017-04-13,2017,26.74947509,-80.8858213,45,215,145,15,2,0,9,0,Lily,Open Water,,405,431,12.1
1287,2017-04-13,2017,26.78110978,-80.94097509,16,35,40,5,1,0,0,0,Open Water,Willow,Cattail,91,97,12.1
1288,2017-04-13,2017,26.80332421,-80.94860972,22,55,70,5,0,15,0,0,Open Water,Willow,,147,167,12.1
1289,2017-04-13,2017,26.90054223,-81.04271726,35,177,35,10,2,0,1,0,Open Water,Cattail,,247,260,12.1
1290,2017-04-13,2017,26.83815447,-80.95862697,14,37,37,10,0,0,1,0,Open Water,,,88,99,12.1
1291,2017-04-13,2017,26.85746618,-80.96135623,13,6,47,9,1,0,0,0,Open Water,Lily,,66,76,12.1
1292,2017-04-13,2017,26.89194586,-80.99210642,17,0,32,2,3,0,0,0,Open Water,Lily,,49,54,12.1
1293,2017-04-13,2017,26.89190464,-80.99510676,17,0,42,0,0,0,0,0,Lily,Open Water,,59,59,12.1
1294,2017-04-13,2017,26.90397193,-81.0002464,280,45,25,30,45,30,0,0,Open Water,Cattail,,350,455,12.1
1295,2017-04-13,2017,26.91723403,-81.00834882,610,35,70,0,60,0,0,10,Open Water,Cattail,,715,785,12.1
1296,2017-04-13,2017,26.92887425,-81.02175082,1500,450,200,0,125,0,0,0,Open Water,Cattail,,2150,2275,12.1
1297,2017-04-13,2017,26.93623523,-81.01887817,2,55,20,0,0,15,0,0,Airboat Trail,Open Water,,77,92,12.1
1298,2017-04-13,2017,26.94224165,-81.02514786,160,220,230,65,0,75,0,0,Open Water,Lily,,610,750,12.1
1299,2017-04-13,2017,26.93247323,-81.04387151,75,75,230,55,0,40,0,0,Open Water,Lily,,380,475,12.1
1300,2017-04-13,2017,26.94792428,-81.00385964,15,15,31,0,0,0,0,0,Airboat Trail,,,61,61,12.1
1301,2017-04-13,2017,27.01537971,-80.99595309,5,80,10,9,0,0,0,0,Open Water,Lily,,95,104,12.1
1302,2017-04-13,2017,27.03284049,-80.95325918,4,75,1,2,0,0,0,0,Lily,,,80,82,12.1
1303,2017-04-13,2017,27.03934382,-80.94191442,40,180,175,10,0,5,24,1,Open Water,Cattail,,395,435,12.1
1304,2017-04-13,2017,27.12170399,-80.84472694,6,35,75,0,0,0,0,0,Lily,,,116,116,12.1
1305,2017-04-13,2017,27.10409847,-80.82264837,55,25,60,0,2,0,13,0,Open Water,,,140,155,12.1
1306,2017-04-13,2017,27.09379746,-80.8245367,12,17,4,3,0,5,60,0,Open Water,,,33,101,12.1
1307,2017-04-13,2017,27.09059609,-80.82816403,155,40,25,0,0,30,2,0,Open Water,Willow,,220,252,12.1
1308,2017-04-13,2017,27.08958817,-80.83124456,7,15,35,10,1,0,23,0,Open Water,,,57,91,12.1
1309,2017-04-13,2017,27.08828695,-80.83190111,15,15,55,0,1,0,0,0,Open Water,,,85,86,12.1
1310,2017-04-13,2017,27.07785445,-80.8923628,55,0,2,0,5,10,0,0,Open Water,Lily,,57,72,12.1
1311,2017-04-13,2017,27.08565477,-80.89017589,10,45,20,0,0,0,0,0,Open Water,Lily,,75,75,12.1
1312,2017-04-13,2017,27.07651861,-80.89590677,220,25,25,0,10,0,0,0,Open Water,Lily,,270,280,12.1
1313,2017-04-13,2017,27.07108371,-80.90599229,55,220,190,0,0,0,0,0,Open Water,,,465,465,12.1
1314,2017-04-27,2017,26.75648775,-80.72623767,275,150,250,15,20,10,55,10,Open Water,,,675,785,11.75
1315,2017-04-27,2017,26.75455169,-80.72332682,55,7,0,10,13,6,1,14,Open Water,,,62,106,11.75
1316,2017-04-27,2017,26.75163887,-80.72325643,24,75,25,5,0,45,0,0,Open Water,,,124,174,11.75
1317,2017-04-27,2017,26.75114378,-80.72749172,9,75,12,2,0,0,0,3,Open Water,,,96,101,11.75
1318,2017-04-27,2017,26.74793322,-80.738837,150,105,230,15,0,0,30,75,Open Water,Lily,,485,605,11.75
1319,2017-04-27,2017,26.71178097,-80.72778769,14,18,26,10,0,0,0,0,Open Water,Lily,,58,68,11.75
1320,2017-04-27,2017,26.70626829,-80.78635661,20,45,185,15,1,0,14,0,Open Water,Lily,,250,280,11.75
1321,2017-04-27,2017,26.70788272,-80.80693588,85,630,170,30,0,55,0,0,Open Water,Willow,,885,970,11.75
1322,2017-04-27,2017,26.70894323,-80.81136347,330,245,60,30,14,35,0,12,Open Water,,,635,726,11.75
1323,2017-04-27,2017,26.70965213,-80.8075424,25,80,30,0,0,0,0,0,Open Water,Willow,,135,135,11.75
1324,2017-04-27,2017,26.70360059,-80.81278797,0,95,35,15,0,10,0,0,Open Water,Willow,,130,155,11.75
1325,2017-04-27,2017,26.75393388,-80.88384606,90,285,160,20,0,0,1,0,Open Water,Lily,Willow,535,556,11.75
1326,2017-04-27,2017,26.76274244,-80.91243742,6,27,17,11,0,0,0,0,Open Water,Lily,,50,61,11.75
1327,2017-04-27,2017,26.77166389,-80.9273271,10,85,30,2,0,0,0,0,Open Water,Lily,,125,127,11.75
1328,2017-04-27,2017,26.77293891,-80.92985499,32,34,34,10,0,0,0,0,,,,100,110,11.75
1329,2017-04-27,2017,26.88488493,-81.02575917,95,85,0,0,7,0,0,0,Open Water,Cattail,,180,187,11.75
1330,2017-04-27,2017,26.88683859,-81.02914204,390,1,0,0,155,0,0,0,Open Water,Cattail,,391,546,11.75
1331,2017-04-27,2017,26.89095516,-81.03098212,65,160,0,0,5,0,0,0,Open Water,,,225,230,11.75
1332,2017-04-27,2017,26.89541712,-81.03389008,75,20,0,3,0,0,0,0,Open Water,,,95,98,11.75
1333,2017-04-27,2017,26.89672813,-81.04122288,15,520,0,0,0,0,0,0,Open Water,Cattail,,535,535,11.75
1334,2017-04-27,2017,26.90563371,-81.02351263,260,450,150,60,0,100,0,0,Open Water,,,860,1020,11.75
1335,2017-04-27,2017,26.9039833,-81.02893045,210,140,35,15,30,0,0,0,Open Water,Lily,,385,430,11.75
1336,2017-04-27,2017,26.89946644,-81.01360229,180,30,95,20,0,0,8,0,Open Water,,,305,333,11.75
1337,2017-04-27,2017,27.11718743,-80.84262576,20,40,12,1,0,0,0,0,Open Water,Lily,,72,73,11.75
1338,2017-04-27,2017,27.09078864,-80.82729728,25,35,110,15,1,0,75,0,Open Water,Willow,,170,261,11.75
1339,2017-04-27,2017,27.11279189,-80.87049751,20,35,1,1,0,0,0,0,Open Water,Lily,,56,57,11.75
1340,2017-04-27,2017,27.0873351,-80.881086,40,250,75,10,5,0,20,0,Open Water,Lily,,365,400,11.75
1341,2017-04-27,2017,27.07386045,-80.89449923,17,65,30,0,3,0,0,0,Open Water,Lily,,112,115,11.75
1342,2017-04-27,2017,27.07095382,-80.90229401,330,95,45,10,10,15,0,0,Open Water,Lily,,470,505,11.75
1343,2017-04-27,2017,27.03961646,-80.94131878,16,27,20,0,0,0,15,0,Open Water,,,63,78,11.75
1344,2017-04-27,2017,27.00116036,-80.99226442,35,240,5,10,0,35,0,0,Lily,Open Water,,280,325,11.75
1345,2017-04-27,2017,26.99629984,-80.99940171,170,220,55,10,0,20,5,10,Open Water,Lily,,445,490,11.75
1346,2017-04-27,2017,26.99266842,-81.03996933,10,25,20,10,0,0,2,0,Airboat Trail,Lily,,55,67,11.75
1347,2017-04-27,2017,26.95416291,-81.0583909,200,300,150,25,0,80,32,0,Lily,Open Water,,650,787,11.75
1348,2017-04-27,2017,26.92216391,-81.02430795,35,55,0,2,0,0,0,17,Open Water,Cattail,,90,109,11.75
1349,2017-04-27,2017,26.92758384,-81.02224164,340,65,30,0,0,0,0,0,Open Water,Cattail,,435,435,11.75
1350,2017-04-27,2017,26.92970793,-81.02141478,440,65,10,0,0,0,0,0,Open Water,Cattail,,515,515,11.75
1351,2017-04-27,2017,26.93038576,-81.0199235,380,850,135,50,25,95,0,0,Open Water,Cattail,,1365,1535,11.75
1352,2017-04-27,2017,26.88892227,-80.97430038,37,5,17,10,0,28,3,0,Open Water,Willow,,59,100,11.75
1353,2017-05-18,2017,26.76061517,-80.70259167,4,0,135,0,0,0,0,0,Open Water,Lily,,139,139,11.31
1354,2017-05-18,2017,26.75288448,-80.72420662,24,35,25,0,0,0,2,0,Open Water,,,84,86,11.31
1355,2017-05-18,2017,26.74516405,-80.71199636,80,30,120,40,2,0,65,0,Open Water,Lily,Cattail,230,337,11.31
1356,2017-05-18,2017,26.73456894,-80.72960275,50,55,65,0,0,10,30,0,Open Water,,,170,210,11.31
1357,2017-05-18,2017,26.74263628,-80.74266401,30,25,50,2,0,0,0,12,Open Water,Lily,Airboat Trail,105,119,11.31
1358,2017-05-18,2017,26.74068332,-80.74288501,125,25,50,0,0,0,2,7,Open Water,Lily,Airboat Trail,200,209,11.31
1359,2017-05-18,2017,26.70676813,-80.7700498,135,65,10,20,2,0,0,1,Lily,Spikerush,,210,233,11.31
1360,2017-05-18,2017,26.70419234,-80.77457271,45,195,30,25,0,35,0,0,Open Water,Lily,,270,330,11.31
1361,2017-05-18,2017,26.7006962,-80.72868144,160,0,0,1,4,0,0,4,Open Water,Cattail,,160,169,11.31
1362,2017-05-18,2017,26.7090891,-80.80637553,16,12,15,0,0,0,13,12,Open Water,,,43,68,11.31
1363,2017-05-18,2017,26.71036618,-80.81702603,230,825,225,30,0,65,70,30,Open Water,Lily,,1280,1475,11.31
1364,2017-05-18,2017,26.70950652,-80.81865766,135,45,20,0,1,0,2,23,Lily,Cattail,,200,226,11.31
1365,2017-05-18,2017,26.77266333,-80.93022109,4,15,40,26,0,0,0,0,Open Water,Lily,,59,85,11.31
1366,2017-05-18,2017,26.77565398,-80.93617931,50,55,55,0,0,2,0,0,Airboat Trail,Open Water,,160,162,11.31
1367,2017-05-18,2017,26.85589833,-80.97083501,55,20,50,0,6,0,11,40,Open Water,Lily,Cattail,125,182,11.31
1368,2017-05-18,2017,26.88521808,-81.01924446,35,85,2,0,0,0,0,0,Open Water,Cattail,,122,122,11.31
1369,2017-05-18,2017,26.88537521,-81.02944067,700,320,200,0,65,165,35,20,Open Water,Lily,Cattail,1220,1505,11.31
1370,2017-05-18,2017,26.88386185,-81.02654419,125,220,35,10,0,0,1,0,Open Water,Cattail,,380,391,11.31
1371,2017-05-18,2017,26.89212309,-81.03402519,35,340,10,5,0,0,2,0,Open Water,Cattail,,385,392,11.31
1372,2017-05-18,2017,26.88960569,-81.03859782,23,25,15,0,0,0,0,0,Open Water,Cattail,,63,63,11.31
1373,2017-05-18,2017,26.90060133,-81.04254779,0,21,45,0,0,0,5,0,Open Water,Cattail,,66,71,11.31
1374,2017-05-18,2017,27.1691092,-80.83744284,145,320,165,110,0,120,50,0,Open Water,Lily,Cattail,630,910,11.31
1375,2017-05-18,2017,27.09451026,-80.86398048,40,20,0,0,0,1,0,0,Open Water,,,60,61,11.31
1376,2017-05-18,2017,27.09068608,-80.8812917,105,135,90,40,0,0,0,0,Open Water,Lily,,330,370,11.31
1377,2017-05-18,2017,27.08536736,-80.88680965,50,260,70,0,1,0,12,8,Open Water,Lily,Cattail,380,401,11.31
1378,2017-05-18,2017,27.07355164,-80.87354109,235,35,130,0,0,0,35,0,Open Water,Lily,,400,435,11.31
1379,2017-05-18,2017,27.0698836,-80.90338734,7,40,0,0,1,0,6,0,Open Water,Lily,,47,54,11.31
1380,2017-05-18,2017,27.05162997,-80.91610032,60,40,55,5,0,0,50,0,Open Water,,,155,210,11.31
1381,2017-05-18,2017,27.0118736,-80.9713931,150,95,185,20,5,0,5,0,Open Water,Lily,,430,460,11.31
1382,2017-05-18,2017,27.00383639,-80.97028577,160,35,55,10,0,0,0,5,Lily,Open Water,,250,265,11.31
1383,2017-05-18,2017,26.94867205,-81.05622371,35,10,30,5,0,0,2,0,Open Water,Lily,,75,82,11.31
1384,2017-05-18,2017,26.90591023,-81.02283879,340,400,375,0,0,190,70,0,Open Water,Cattail,Lily,1115,1375,11.31
1385,2017-05-18,2017,26.92753548,-81.02799548,280,1240,230,160,0,80,360,40,Open Water,Cattail,,1750,2390,11.31
1386,2017-05-18,2017,26.92180032,-81.02386554,190,250,150,60,5,90,5,0,Open Water,Cattail,,590,750,11.31
1387,2017-05-18,2017,26.92364915,-81.0212298,165,15,0,15,0,20,0,0,Open Water,Cattail,,180,215,11.31
1388,2017-05-18,2017,26.9123175,-81.00780648,28,19,35,0,0,35,1,0,Open Water,,,82,118,11.31
1389,2017-06-08,2017,26.7324035,-80.71053733,45,20,40,0,0,0,0,10,Airboat Trail,Grasses,,105,115,11.47
1390,2017-06-08,2017,26.74132317,-80.7324525,5,0,10,0,0,0,130,0,Open Water,Grasses,,15,145,11.47
